English Text,Screen/Context,Notes
✅ Automatically started race $raceId,Race State Machine (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error auto-starting race ${doc.id}: $e,Race State Machine (Common/Shared),"String Literal, Contains variable placeholder, Error message"
❌ Error checking scheduled races: $e,Race State Machine (Common/Shared),"String Literal, Contains variable placeholder, Error message"
🔒 PedometerPermissionMonitor: Initializing...,Pedometer Permission Monitor (Common/Shared),"String Literal, Likely button label - keep concise"
✅ PedometerPermissionMonitor: Initialized,Pedometer Permission Monitor (Common/Shared),"String Literal, Likely button label - keep concise"
); } return false; } } else { // iOS doesn,Pedometer Permission Monitor (Common/Shared),"String Literal, Contains variable placeholder"
📱 App lifecycle changed: $state,Pedometer Permission Monitor (Common/Shared),"String Literal, Contains variable placeholder"
▶️ App resumed - checking pedometer permission...,Pedometer Permission Monitor (Common/Shared),String Literal
seasons,Season Service (Common/Shared),"String Literal, Likely button label - keep concise"
⚠️ No current season found,Season Service (Common/Shared),String Literal
❌ Error getting current season: $e,Season Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
number,Season Service (Common/Shared),"String Literal, Likely button label - keep concise"
❌ Error getting all seasons: $e,Season Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
❌ Error getting active seasons: $e,Season Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
⚠️ Season not found: $seasonId,Season Service (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error getting season: $e,Season Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
⚠️ Season not found: Season $seasonNumber,Season Service (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error getting season by number: $e,Season Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
✅ Created season: ${season.name} (${docRef.id}),Season Service (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error creating season: $e,Season Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
✅ Updated season: $seasonId,Season Service (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error updating season: $e,Season Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
✅ Set current season: $seasonId,Season Service (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error setting current season: $e,Season Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
) .doc(userId) .get(); if (!doc.exists) { log(,Season Service (Common/Shared),"String Literal, Contains variable placeholder"
); return null; } } /// Update user,Season Service (Common/Shared),String Literal
season_xp,Season Service (Common/Shared),"String Literal, Likely button label - keep concise"
users,Season Service (Common/Shared),"String Literal, Likely button label - keep concise"
✅ Updated season XP for user $userId: +$xpToAdd XP,Season Service (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error updating user season XP: $e,Season Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
❌ Error getting season leaderboard: $e,Season Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
) .doc(userId) .get(); if (!userDoc.exists) { return null; } final userXP = userDoc.data()![,Season Service (Common/Shared),"String Literal, Contains variable placeholder"
", isGreaterThan: userXP) .get(); return snapshot.docs.length + 1; } catch (e) { log(",Season Service (Common/Shared),"String Literal, Contains variable placeholder"
"); return; } // Create Season 1 (current) final now = DateTime.now(); final season1Start = DateTime(now.year, 1, 1); // January 1st final season1End = DateTime(now.year, 3, 31, 23, 59, 59); // March 31st final season1 = Season( id:",Season Service (Common/Shared),String Literal
", name:",Season Service (Common/Shared),"String Literal, Likely button label - keep concise"
", number: 1, startDate: season1Start, endDate: season1End, isActive: true, isCurrent: true, description:",Season Service (Common/Shared),String Literal
", rewardDescription:",Season Service (Common/Shared),"String Literal, Likely button label - keep concise"
).doc(,Season Service (Common/Shared),"String Literal, Likely button label - keep concise"
] ?? 0; final racesCompleted = data[,Season Service (Common/Shared),"String Literal, Success message"
] ?? 0; final racesWon = data[,Season Service (Common/Shared),String Literal
] ?? 0; final podiumFinishes = data[,Season Service (Common/Shared),String Literal
PaymentError($code): $message,Payment Service (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise, Error message"
Initializing iOS StoreKit features,Payment Service (Common/Shared),String Literal
⚠️ No iOS product IDs configured,Payment Service (Common/Shared),String Literal
🔍 Querying iOS products: $productIds,Payment Service (Common/Shared),"String Literal, Contains variable placeholder"
❌ Product query error: ${response.error},Payment Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
Failed to query products from App Store,Payment Service (Common/Shared),"String Literal, Error message"
⚠️ Products not found in App Store Connect: ${response.notFoundIDs},Payment Service (Common/Shared),"String Literal, Contains variable placeholder"
💡 Make sure these products are created and approved in App Store Connect,Payment Service (Common/Shared),String Literal
✅ Loaded ${_products.length} products from App Store,Payment Service (Common/Shared),"String Literal, Contains variable placeholder"
⚠️ No products loaded. For testing:,Payment Service (Common/Shared),String Literal
1. Create products in App Store Connect with IDs: $productIds,Payment Service (Common/Shared),"String Literal, Contains variable placeholder"
2. Wait for approval (can take 24-48 hours),Payment Service (Common/Shared),String Literal
3. Test with sandbox user account,Payment Service (Common/Shared),String Literal
❌ Failed to load iOS products: $e,Payment Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
Failed to load products from App Store,Payment Service (Common/Shared),"String Literal, Error message"
No Apple product ID found for this plan,Payment Service (Common/Shared),String Literal
Product not found in App Store,Payment Service (Common/Shared),String Literal
Product ID: $productId,Payment Service (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
Starting iOS subscription purchase for: ${plan.name},Payment Service (Common/Shared),"String Literal, Contains variable placeholder"
purchase_failed,Payment Service (Common/Shared),"String Literal, Likely button label - keep concise, Error message"
Failed to start purchase process,Payment Service (Common/Shared),"String Literal, Error message"
iOS purchase failed,Payment Service (Common/Shared),"String Literal, Likely button label - keep concise, Error message"
Restoring iOS purchases...,Payment Service (Common/Shared),"String Literal, Likely button label - keep concise"
Failed to restore iOS purchases: $e,Payment Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
Failed to get current iOS subscription: $e,Payment Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
Validating iOS purchase: $transactionId,Payment Service (Common/Shared),"String Literal, Contains variable placeholder"
Failed to validate iOS purchase: $e,Payment Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
Please direct user to: $subscriptionUrl,Payment Service (Common/Shared),"String Literal, Contains variable placeholder"
Failed to open iOS subscription management: $e,Payment Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
Initializing Android Google Play Billing features,Payment Service (Common/Shared),String Literal
⚠️ No Android product IDs configured,Payment Service (Common/Shared),String Literal
🔍 Querying Android products: $productIds,Payment Service (Common/Shared),"String Literal, Contains variable placeholder"
Failed to query products from Google Play,Payment Service (Common/Shared),"String Literal, Error message"
⚠️ Products not found in Google Play Console: ${response.notFoundIDs},Payment Service (Common/Shared),"String Literal, Contains variable placeholder"
